TOKEN_NO	TOKEN	PREFIX	STEM	SUFFIX	STATUS
525	ಇನೊಂದು	-	ಇನೊಂ	ದು	Root word is not in the lexicon
526	ನಿಂಗನಕಟ್ಟೆ	ನಿ	ಂಗನಕಟ್ಟೆ	-	Root word is not in the lexicon
526	ನಿಂಗನಕಟ್ಟೆ	ನಿ	ಂಗನಕಟ್ಟೆ	-	Root word is not in the lexicon
527	ಅದರಿಂದಾಗಿ	ಅ	ದರಿಂದಾಗಿ	-	Root word is not in the lexicon
527	ಅದರಿಂದಾಗಿ	-	ಅದರಿಂ	ದಾಗಿ	Root word is not in the lexicon
527	ಅದರಿಂದಾಗಿ	ಅ	ದರಿಂ	ದಾಗಿ	Root word is not in the lexicon
528	ಉಳಕೊಂಡದೆ	-	ಉಳಕೊಂಡದೆ	-	Root word is not in the lexicon
529	ಮೇಗಲಿನಿಂದ	-	ಮೇಗಲಿನಿಂ	ದ	Root word is not in the lexicon
529	ಮೇಗಲಿನಿಂದ	-	ಮೇಗಲಿನಿಂ	ದ	Root word is not in the lexicon
529	ಮೇಗಲಿನಿಂದ	-	ಮೇಗಲಿನಿಂ	ದ	Root word is not in the lexicon
529	ಮೇಗಲಿನಿಂದ	-	ಮೇಗಲಿ	ನಿಂದ	Root word is not in the lexicon
529	ಮೇಗಲಿನಿಂದ	-	ಮೇಗಲಿ	ನಿಂದ	Root word is not in the lexicon
530	ಬಂದಂಗೇ	-	ಬಂದಂಗೇ	-	Root word is not in the lexicon
531	ಬರುವಂಗಿದರೆ	-	ಬರುವಂಗಿದರೆ	-	Root word is not in the lexicon
532	ಕೊಚಿಕೊಂಡು	-	ಕೊಚಿಕೊಂಡು	-	Root word is not in the lexicon
533	ಹೋಗುತಿತು	-	ಹೋಗುತಿತು	-	Root word is not in the lexicon
534	ಕಂಡಂಗೆ	-	ಕಂಡಂ	ಗೆ	Root word is not in the lexicon
534	ಕಂಡಂಗೆ	-	ಕಂಡಂ	ಗೆ	Root word is not in the lexicon
535	ಬರೀ	-	ಬರೀ	-	Root word is not in the lexicon
536	ಮಣ್ಣು	-	ಮಣ್ಣು	-	Root word is not in the lexicon
537	ತುಂಬಿಕೊಂಡು	-	ತುಂಬಿಕೊಂಡು	-	Root word is not in the lexicon
538	ಅಮಟೆಗಿಡ	ಅ	ಮಟೆಗಿಡ	-	Root word is not in the lexicon
538	ಅಮಟೆಗಿಡ	ಅ	ಮಟೆಗಿಡ	-	Root word is not in the lexicon
539	ಬೆಳೆದಿರುತಿತು	-	ಬೆಳೆದಿರುತಿತು	-	Root word is not in the lexicon
540	ಅಮಟೆಕಾಯಿ	ಅ	ಮಟೆಕಾಯಿ	-	Root word is not in the lexicon
540	ಅಮಟೆಕಾಯಿ	ಅ	ಮಟೆಕಾಯಿ	-	Root word is not in the lexicon
541	ತರೋದಿಕೆ	-	ತರೋದಿಕೆ	-	Root word is not in the lexicon
543	ತಪ್ಪದೆ	-	ತಪ್ಪದೆ	-	Root word is not in the lexicon
544	ಬರುತಿದ	-	ಬರುತಿ	ದ	Root word is not in the lexicon
544	ಬರುತಿದ	-	ಬರುತಿ	ದ	Root word is not in the lexicon
544	ಬರುತಿದ	-	ಬರುತಿ	ದ	Root word is not in the lexicon
544	ಬರುತಿದ	-	ಬರುತಿ	ದ	Root word is not in the lexicon
545	ಪಜ್ಜಿ	-	ಪಜ್ಜಿ	-	Root word is not in the lexicon
546	ಮಾಡಿಕೊಂಡು	-	ಮಾಡಿಕೊಂಡು	-	Root word is not in the lexicon
547	ಬಿಸಿಬಿಸಿ	-	ಬಿಸಿಬಿಸಿ	-	Root word is not in the lexicon
548	ರಾಗಿಮುದ್ದೆ	-	ರಾಗಿಮು	ದ್ದೆ	Root word is not in the lexicon
548	ರಾಗಿಮುದ್ದೆ	-	ರಾಗಿಮು	ದ್ದೆ	Root word is not in the lexicon
549	ಉಣ್ಣುತಾ	-	ಉಣ್ಣುತಾ	-	Root word is not in the lexicon
550	ಇದ್ದರೆ	-	ಇದ್ದರೆ	-	Root word is not in the lexicon
551	ಅದೇಟು	ಅ	ದೇಟು	-	Root word is not in the lexicon
551	ಅದೇಟು	ಅ	ದೇಟು	-	Root word is not in the lexicon
552	ರುಚಿ	-	ರುಚಿ	-	Root word is not in the lexicon
553	ಯಟ್ಟೆ	-	ಯಟ್ಟೆ	-	Root word is not in the lexicon
554	ಹೊಡೆದಾಗ	-	ಹೊಡೆದಾಗ	-	Root word is not in the lexicon
555	ಕಟ್ಟೆಕೆಳಗಿನ	-	ಕಟ್ಟೆಕೆಳಗಿ	ನ	Root word is not in the lexicon
555	ಕಟ್ಟೆಕೆಳಗಿನ	-	ಕಟ್ಟೆಕೆಳಗಿ	ನ	Root word is not in the lexicon
555	ಕಟ್ಟೆಕೆಳಗಿನ	-	ಕಟ್ಟೆಕೆಳಗಿ	ನ	Root word is not in the lexicon
556	ಜಮೀನಿನ	-	ಜಮೀನಿ	ನ	Root word is not in the lexicon
556	ಜಮೀನಿನ	-	ಜಮೀನಿ	ನ	Root word is not in the lexicon
556	ಜಮೀನಿನ	-	ಜಮೀನಿ	ನ	Root word is not in the lexicon
557	ಮೋಟಪ್ಪ	-	ಮೋಟಪ್ಪ	-	Root word is not in the lexicon
558	ಸದ್ರಪ್ಪ	-	ಸದ್ರಪ್ಪ	-	Root word is not in the lexicon
559	ಸುಂದ್ರಯ	ಸು	ಂದ್ರಯ	-	Root word is not in the lexicon
559	ಸುಂದ್ರಯ	-	ಸುಂದ್ರ	ಯ	Root word is not in the lexicon
559	ಸುಂದ್ರಯ	-	ಸುಂದ್ರ	ಯ	Root word is not in the lexicon
559	ಸುಂದ್ರಯ	ಸು	ಂದ್ರ	ಯ	Root word is not in the lexicon
560	ಸಾನುಭೋಗರು	-	ಸಾನುಭೋಗ	ರು	Root word is not in the lexicon
560	ಸಾನುಭೋಗರು	-	ಸಾನುಭೋಗ	ರು	Root word is not in the lexicon
561	ಸತ್ಗಪ್ಪರ	-	ಸತ್ಗಪ್ಪ	ರ	Root word is not in the lexicon
561	ಸತ್ಗಪ್ಪರ	-	ಸತ್ಗಪ್ಪ	ರ	Root word is not in the lexicon
561	ಸತ್ಗಪ್ಪರ	-	ಸತ್ಗಪ್ಪ	ರ	Root word is not in the lexicon
562	ಅಪ್ಪದಿರು	ಅಪ	್ಪದಿರು	-	Root word is not in the lexicon
562	ಅಪ್ಪದಿರು	-	ಅಪ್ಪದಿ	ರು	Root word is not in the lexicon
562	ಅಪ್ಪದಿರು	ಅಪ	್ಪದಿ	ರು	Root word is not in the lexicon
563	ಒಟ್ಟಿಗೆ	-	ಒಟ್ಟಿ	ಗೆ	Root word is not in the lexicon
563	ಒಟ್ಟಿಗೆ	-	ಒಟ್ಟಿ	ಗೆ	Root word is not in the lexicon
564	ಸೇರಿಕೊಂಡು	-	ಸೇರಿಕೊಂಡು	-	Root word is not in the lexicon
566	ತೆಗೆಸಿದ	-	ತೆಗೆಸಿ	ದ	Root word is not in the lexicon
566	ತೆಗೆಸಿದ	-	ತೆಗೆಸಿ	ದ	Root word is not in the lexicon
566	ತೆಗೆಸಿದ	-	ತೆಗೆಸಿ	ದ	Root word is not in the lexicon
566	ತೆಗೆಸಿದ	-	ತೆಗೆಸಿ	ದ	Root word is not in the lexicon
567	ಭರತಿಯಾಗಿ	-	ಭರತಿ	ಯಾಗಿ	Root word is not in the lexicon
567	ಭರತಿಯಾಗಿ	-	ಭರತಿ	ಯಾಗಿ	Root word is not in the lexicon
568	ತುಂಬಿರುತದೆ	-	ತುಂಬಿರುತದೆ	-	Root word is not in the lexicon
569	ಹಿಂದಾರದ	-	ಹಿಂದಾರ	ದ	Root word is not in the lexicon
569	ಹಿಂದಾರದ	-	ಹಿಂದಾರ	ದ	Root word is not in the lexicon
569	ಹಿಂದಾರದ	-	ಹಿಂದಾರ	ದ	Root word is not in the lexicon
569	ಹಿಂದಾರದ	-	ಹಿಂದಾರ	ದ	Root word is not in the lexicon
570	ಗದ್ದೆಗಳು	-	ಗದ್ದೆ	ಗಳು	Root word is not in the lexicon
570	ಗದ್ದೆಗಳು	-	ಗದ್ದೆಗ	ಳು	Root word is not in the lexicon
570	ಗದ್ದೆಗಳು	-	ಗದ್ದೆಗ	ಳು	Root word is not in the lexicon
571	ವರುಷಕೆ	-	ವರುಷಕೆ	-	Root word is not in the lexicon
572	ಎಂಡು	-	ಎಂಡು	-	Root word is not in the lexicon
574	ಕೊಡುತುವೆ	-	ಕೊಡುತುವೆ	-	Root word is not in the lexicon
575	ಕಟ್ಟೆಯ	-	ಕಟ್ಟೆ	ಯ	Root word is not in the lexicon
575	ಕಟ್ಟೆಯ	-	ಕಟ್ಟೆ	ಯ	Root word is not in the lexicon
575	ಕಟ್ಟೆಯ	-	ಕಟ್ಟೆ	ಯ	Root word is not in the lexicon
576	ತುಂಬಿದ	-	ತುಂಬಿ	ದ	Root word is not in the lexicon
576	ತುಂಬಿದ	-	ತುಂಬಿ	ದ	Root word is not in the lexicon
576	ತುಂಬಿದ	-	ತುಂಬಿ	ದ	Root word is not in the lexicon
576	ತುಂಬಿದ	-	ತುಂಬಿ	ದ	Root word is not in the lexicon
577	ಒಡಲತ್ತ	-	ಒಡಲತ್ತ	-	Root word is not in the lexicon
578	ನೋಡುತಿದ	-	ನೋಡುತಿ	ದ	Root word is not in the lexicon
578	ನೋಡುತಿದ	-	ನೋಡುತಿ	ದ	Root word is not in the lexicon
578	ನೋಡುತಿದ	-	ನೋಡುತಿ	ದ	Root word is not in the lexicon
578	ನೋಡುತಿದ	-	ನೋಡುತಿ	ದ	Root word is not in the lexicon
579	ತಾನೂ	-	ತಾನೂ	-	Root word is not in the lexicon
580	ಹೂಳೆತ್ತಿರೋನೇ	-	ಹೂಳೆತ್ತಿರೋ	ನೇ	Root word is not in the lexicon
580	ಹೂಳೆತ್ತಿರೋನೇ	-	ಹೂಳೆತ್ತಿರೋ	ನೇ	Root word is not in the lexicon
581	ಕುಡಿದೋನೇ	ಕು	ಡಿದೋನೇ	-	Root word is not in the lexicon
581	ಕುಡಿದೋನೇ	-	ಕುಡಿದೋ	ನೇ	Root word is not in the lexicon
581	ಕುಡಿದೋನೇ	ಕು	ಡಿದೋ	ನೇ	Root word is not in the lexicon
582	ನಾಕು	-	ನಾಕು	-	Root word is not in the lexicon
583	ಮೂಲೆಯಿಂದಲೂ	-	ಮೂಲೆಯಿಂದಲೂ	-	Root word is not in the lexicon
584	ತುಂಬಿರೋ	-	ತುಂಬಿರೋ	-	Root word is not in the lexicon
585	ಗಂಗಮ್ಮತಾಯ	-	ಗಂಗಮ್ಮತಾ	ಯ	Root word is not in the lexicon
585	ಗಂಗಮ್ಮತಾಯ	-	ಗಂಗಮ್ಮತಾ	ಯ	Root word is not in the lexicon
585	ಗಂಗಮ್ಮತಾಯ	-	ಗಂಗಮ್ಮತಾ	ಯ	Root word is not in the lexicon
586	ನೋಡುತಾ	-	ನೋಡುತಾ	-	Root word is not in the lexicon
587	ನಿಂಬೆ	ನಿ	ಂಬೆ	-	Root word is not in the lexicon
587	ನಿಂಬೆ	ನಿ	ಂಬೆ	-	Root word is not in the lexicon
588	ಹಣ್ಣಿನಂಗೆ	-	ಹಣ್ಣಿನಂ	ಗೆ	Root word is not in the lexicon
588	ಹಣ್ಣಿನಂಗೆ	-	ಹಣ್ಣಿನಂ	ಗೆ	Root word is not in the lexicon
589	ತುಂಬವಳೆ	-	ತುಂಬವಳೆ	-	Root word is not in the lexicon
590	ಗಂಗಮ್ಮ	-	ಗಂಗಮ್ಮ	-	Root word is not in the lexicon
591	ಎಂಭತ್ತು	-	ಎಂಭತ್ತು	-	Root word is not in the lexicon
592	ಮೂಲೆ	-	ಮೂಲೆ	-	Root word is not in the lexicon
593	ಚೌಕವ	-	ಚೌಕ	ವ	Root word is not in the lexicon
593	ಚೌಕವ	-	ಚೌಕ	ವ	Root word is not in the lexicon
593	ಚೌಕವ	-	ಚೌಕ	ವ	Root word is not in the lexicon
594	ಚೌಕದ	-	ಚೌಕ	ದ	Root word is not in the lexicon
594	ಚೌಕದ	-	ಚೌಕ	ದ	Root word is not in the lexicon
594	ಚೌಕದ	-	ಚೌಕ	ದ	Root word is not in the lexicon
594	ಚೌಕದ	-	ಚೌಕ	ದ	Root word is not in the lexicon
595	ಮ್ಯಾಲೆ	-	ಮ್ಯಾಲೆ	-	Root word is not in the lexicon
596	ಶಂಭುಲಿಂಗಯ್ಯನ	-	ಶಂಭುಲಿಂಗಯ್ಯ	ನ	Root word is not in the lexicon
596	ಶಂಭುಲಿಂಗಯ್ಯನ	-	ಶಂಭುಲಿಂಗಯ್ಯ	ನ	Root word is not in the lexicon
596	ಶಂಭುಲಿಂಗಯ್ಯನ	-	ಶಂಭುಲಿಂಗಯ್ಯ	ನ	Root word is not in the lexicon
597	ಶಿವಪೂಜೆ	-	ಶಿವಪೂಜೆ	-	Root word is not in the lexicon
598	ಪದ	-	ಪ	ದ	Root word is not in the lexicon
598	ಪದ	-	ಪ	ದ	Root word is not in the lexicon
598	ಪದ	-	ಪ	ದ	Root word is not in the lexicon
598	ಪದ	-	ಪ	ದ	Root word is not in the lexicon
599	ಹಾಡೋವಾಗ	-	ಹಾಡೋವಾಗ	-	Root word is not in the lexicon
600	ಮೇಲಿಂದ	-	ಮೇಲಿಂ	ದ	Root word is not in the lexicon
600	ಮೇಲಿಂದ	-	ಮೇಲಿಂ	ದ	Root word is not in the lexicon
600	ಮೇಲಿಂದ	-	ಮೇಲಿಂ	ದ	Root word is not in the lexicon
600	ಮೇಲಿಂದ	-	ಮೇಲಿಂ	ದ	Root word is not in the lexicon
601	ಬೀಸಿ	-	ಬೀಸಿ	-	Root word is not in the lexicon
602	ಗಾಳಿಗೆ	-	ಗಾ	ಳಿಗೆ	Root word is not in the lexicon
602	ಗಾಳಿಗೆ	-	ಗಾ	ಳಿಗೆ	Root word is not in the lexicon
603	ಆಳಾಳುದ್ದ	-	ಆಳಾಳುದ್	ದ	Root word is not in the lexicon
603	ಆಳಾಳುದ್ದ	-	ಆಳಾಳುದ್	ದ	Root word is not in the lexicon
603	ಆಳಾಳುದ್ದ	-	ಆಳಾಳುದ್	ದ	Root word is not in the lexicon
603	ಆಳಾಳುದ್ದ	-	ಆಳಾಳುದ್	ದ	Root word is not in the lexicon
604	ಎದ್ದ	-	ಎದ್	ದ	Root word is not in the lexicon
604	ಎದ್ದ	-	ಎದ್	ದ	Root word is not in the lexicon
604	ಎದ್ದ	-	ಎದ್	ದ	Root word is not in the lexicon
604	ಎದ್ದ	-	ಎದ್	ದ	Root word is not in the lexicon
605	ತೆರೆಗಳ	-	ತೆರೆಗ	ಳ	Root word is not in the lexicon
605	ತೆರೆಗಳ	-	ತೆರೆಗ	ಳ	Root word is not in the lexicon
606	ಹಾವಿನ	-	ಹಾವಿ	ನ	Root word is not in the lexicon
606	ಹಾವಿನ	-	ಹಾವಿ	ನ	Root word is not in the lexicon
606	ಹಾವಿನ	-	ಹಾ	ವಿನ	Root word is not in the lexicon
606	ಹಾವಿನ	-	ಹಾ	ವಿನ	Root word is not in the lexicon
607	ನರುತನ	-	ನರುತ	ನ	Root word is not in the lexicon
607	ನರುತನ	-	ನರುತ	ನ	Root word is not in the lexicon
607	ನರುತನ	-	ನರುತ	ನ	Root word is not in the lexicon
608	ವಾಲಾಡಿರೋನೇ	-	ವಾಲಾಡಿರೋ	ನೇ	Root word is not in the lexicon
608	ವಾಲಾಡಿರೋನೇ	-	ವಾಲಾಡಿರೋ	ನೇ	Root word is not in the lexicon
609	ಈಗ	-	ಈಗ	-	Root word is not in the lexicon
610	ಗಂಗಮ್ಮತಾಯಿ	-	ಗಂಗಮ್ಮತಾಯಿ	-	Root word is not in the lexicon
611	ನಲಿಯುತಾ	-	ನಲಿಯುತಾ	-	Root word is not in the lexicon
612	ಹಾಡುತಾ	-	ಹಾಡುತಾ	-	Root word is not in the lexicon
613	ನಿಧಾನಕೆ	ನಿ	ಧಾನಕೆ	-	Root word is not in the lexicon
613	ನಿಧಾನಕೆ	ನಿ	ಧಾನಕೆ	-	Root word is not in the lexicon
614	ಪಿರುಗುಟ್ಟೋ	-	ಪಿರುಗುಟ್ಟೋ	-	Root word is not in the lexicon
615	ಸದ್ದುಮಾಡದೆ	-	ಸದ್ದುಮಾಡದೆ	-	Root word is not in the lexicon
616	ಮಲಗದೆ	-	ಮಲಗದೆ	-	Root word is not in the lexicon
617	ಅಲೊಂದು	ಅ	ಲೊಂದು	-	Root word is not in the lexicon
617	ಅಲೊಂದು	-	ಅಲೊಂ	ದು	Root word is not in the lexicon
617	ಅಲೊಂದು	ಅ	ಲೊಂ	ದು	Root word is not in the lexicon
618	ಗುಳುಮುಳುಕಕ್ಕಿ	-	ಗುಳುಮುಳುಕಕ್ಕಿ	-	Root word is not in the lexicon
619	ಮೀನು	-	ಮೀ	ನು	Root word is not in the lexicon
619	ಮೀನು	-	ಮೀ	ನು	Root word is not in the lexicon
620	ಕಂಡೊಡನೆಯೇ	-	ಕಂಡೊಡನೆಯೇ	-	Root word is not in the lexicon
621	ಗುಳುಂನೆ	-	ಗುಳುಂ	ನೆ	Root word is not in the lexicon
621	ಗುಳುಂನೆ	-	ಗುಳುಂ	ನೆ	Root word is not in the lexicon
622	ಮುಳುಗುತದೆ	-	ಮುಳುಗುತದೆ	-	Root word is not in the lexicon
623	ಮತ್ತೆಲೋ	-	ಮತ್ತೆಲೋ	-	Root word is not in the lexicon
625	ಮೀನ	-	ಮೀ	ನ	Root word is not in the lexicon
625	ಮೀನ	-	ಮೀ	ನ	Root word is not in the lexicon
625	ಮೀನ	-	ಮೀ	ನ	Root word is not in the lexicon
626	ನುಂಗಿ	-	ನುಂಗಿ	-	Root word is not in the lexicon
627	ಕೊಕ್ಕು	-	ಕೊಕ್ಕು	-	Root word is not in the lexicon
628	ಒದರುತದೆ	-	ಒದರುತದೆ	-	Root word is not in the lexicon
629	ಸಾವಿರದಲೊಂದು	-	ಸಾವಿರದಲೊಂ	ದು	Root word is not in the lexicon
629	ಸಾವಿರದಲೊಂದು	-	ಸಾವಿರದಲೊಂ	ದು	Root word is not in the lexicon
630	ಕಮ್ಮಿಯಾದರೆ	-	ಕಮ್ಮಿಯಾದರೆ	-	Root word is not in the lexicon
631	ಕಟ್ಟೆಗೇಕೆ	-	ಕಟ್ಟೆಗೇಕೆ	-	Root word is not in the lexicon
632	ಸಂಕಟಪಡುವಂಗೆ	-	ಸಂಕಟಪಡುವಂ	ಗೆ	Root word is not in the lexicon
632	ಸಂಕಟಪಡುವಂಗೆ	-	ಸಂಕಟಪಡುವಂ	ಗೆ	Root word is not in the lexicon
633	ಕಾಣೋದಿಲ	-	ಕಾಣೋದಿಲ	-	Root word is not in the lexicon
634	ಮೀನಿಗೂ	-	ಮೀನಿಗೂ	-	Root word is not in the lexicon
635	ಕೊಟ್ಟದೆ	-	ಕೊಟ್ಟದೆ	-	Root word is not in the lexicon
636	ಗುಳುಮುಳುಕನಿಗೂ	-	ಗುಳುಮುಳುಕನಿಗೂ	-	Root word is not in the lexicon
637	ಎಂಡೂ	-	ಎಂಡೂ	-	Root word is not in the lexicon
638	ಬದುಕುತವೆ	-	ಬದುಕುತವೆ	-	Root word is not in the lexicon
639	ಬದುಕೋದ	-	ಬದುಕೋ	ದ	Root word is not in the lexicon
639	ಬದುಕೋದ	-	ಬದುಕೋ	ದ	Root word is not in the lexicon
639	ಬದುಕೋದ	-	ಬದುಕೋ	ದ	Root word is not in the lexicon
639	ಬದುಕೋದ	-	ಬದುಕೋ	ದ	Root word is not in the lexicon
640	ಸೈಸುತದೆ	-	ಸೈಸುತದೆ	-	Root word is not in the lexicon
641	ಸೈಸಿ	-	ಸೈಸಿ	-	Root word is not in the lexicon
642	ಸಲಹುತದೆ	-	ಸಲಹುತದೆ	-	Root word is not in the lexicon
643	ಹಿಂಗೆ	-	ಹಿಂ	ಗೆ	Root word is not in the lexicon
643	ಹಿಂಗೆ	-	ಹಿಂ	ಗೆ	Root word is not in the lexicon
644	ಇರೋದಿಕೆ	-	ಇರೋದಿಕೆ	-	Root word is not in the lexicon
645	ಆಯ್್ತದಾ	-	ಆಯ್್ತದಾ	-	Root word is not in the lexicon
646	ಎಣಿಕೆ	-	ಎಣಿಕೆ	-	Root word is not in the lexicon
647	ಅಪ್ಪ	ಅಪ	್ಪ	-	Root word is not in the lexicon
647	ಅಪ್ಪ	ಅಪ	್ಪ	-	Root word is not in the lexicon
648	ಸತ್ತಾಗ	-	ಸತ್ತಾಗ	-	Root word is not in the lexicon
649	ಮೂರನೇ	-	ಮೂರ	ನೇ	Root word is not in the lexicon
649	ಮೂರನೇ	-	ಮೂರ	ನೇ	Root word is not in the lexicon
650	ದಿವಸದಿಂದ	-	ದಿವಸದಿಂ	ದ	Root word is not in the lexicon
650	ದಿವಸದಿಂದ	-	ದಿವಸದಿಂ	ದ	Root word is not in the lexicon
650	ದಿವಸದಿಂದ	-	ದಿವಸದಿಂ	ದ	Root word is not in the lexicon
650	ದಿವಸದಿಂದ	-	ದಿವಸ	ದಿಂದ	Root word is not in the lexicon
650	ದಿವಸದಿಂದ	-	ದಿವಸ	ದಿಂದ	Root word is not in the lexicon
650	ದಿವಸದಿಂದ	-	ದಿವಸ	ದಿಂದ	Root word is not in the lexicon
651	ಸೈಸಿಕೊಂಡ	-	ಸೈಸಿಕೊಂಡ	-	Root word is not in the lexicon
653	ಒಗ್ಗಿಕೊಂಡ	-	ಒಗ್ಗಿಕೊಂಡ	-	Root word is not in the lexicon
654	ಹೆಂಡತಿ	-	ಹೆಂಡತಿ	-	Root word is not in the lexicon
655	ಬೈರಾಗಿಯಂಗೆ	-	ಬೈರಾಗಿಯಂ	ಗೆ	Root word is not in the lexicon
655	ಬೈರಾಗಿಯಂಗೆ	-	ಬೈರಾಗಿಯಂ	ಗೆ	Root word is not in the lexicon
656	ಬೋರೆಯೆಲ	-	ಬೋರೆಯೆಲ	-	Root word is not in the lexicon
657	ಸುತ್ತಿದ	ಸು	ತ್ತಿದ	-	Root word is not in the lexicon
657	ಸುತ್ತಿದ	-	ಸುತ್ತಿ	ದ	Root word is not in the lexicon
657	ಸುತ್ತಿದ	-	ಸುತ್ತಿ	ದ	Root word is not in the lexicon
657	ಸುತ್ತಿದ	-	ಸುತ್ತಿ	ದ	Root word is not in the lexicon
657	ಸುತ್ತಿದ	ಸು	ತ್ತಿ	ದ	Root word is not in the lexicon
658	ಗಂಡಹೆಂಡರು	-	ಗಂಡಹೆಂಡ	ರು	Root word is not in the lexicon
658	ಗಂಡಹೆಂಡರು	-	ಗಂಡಹೆಂಡ	ರು	Root word is not in the lexicon
659	ಓಡಾಡಿದ್ದ	-	ಓಡಾಡಿದ್	ದ	Root word is not in the lexicon
659	ಓಡಾಡಿದ್ದ	-	ಓಡಾಡಿದ್	ದ	Root word is not in the lexicon
659	ಓಡಾಡಿದ್ದ	-	ಓಡಾಡಿದ್	ದ	Root word is not in the lexicon
659	ಓಡಾಡಿದ್ದ	-	ಓಡಾಡಿದ್	ದ	Root word is not in the lexicon
660	ತಾಣಕ್ಕೆಲ	-	ತಾಣಕ್ಕೆಲ	-	Root word is not in the lexicon
664	ಮಾಸ	-	ಮಾಸ	-	Root word is not in the lexicon
666	ವರುಷವೊಪ್ಪತ್ತಿಗೆ	-	ವರುಷವೊಪ್ಪತ್ತಿ	ಗೆ	Root word is not in the lexicon
666	ವರುಷವೊಪ್ಪತ್ತಿಗೆ	-	ವರುಷವೊಪ್ಪತ್ತಿ	ಗೆ	Root word is not in the lexicon
667	ಮಗನಾಗಿ	-	ಮಗನಾಗಿ	-	Root word is not in the lexicon
669	ಸಂಬಂಧ	-	ಸಂಬಂಧ	-	Root word is not in the lexicon
670	ಗಟ್ಟಿ	-	ಗಟ್ಟಿ	-	Root word is not in the lexicon
671	ಮಾಡುತಾ	-	ಮಾಡುತಾ	-	Root word is not in the lexicon
672	ಇವುನಿ	-	ಇವುನಿ	-	Root word is not in the lexicon
673	ಕಟ್ಟೆಯಂಗೆ	-	ಕಟ್ಟೆಯಂ	ಗೆ	Root word is not in the lexicon
673	ಕಟ್ಟೆಯಂಗೆ	-	ಕಟ್ಟೆಯಂ	ಗೆ	Root word is not in the lexicon
674	ಗುಂಡಿಗೆ	-	ಗುಂಡಿ	ಗೆ	Root word is not in the lexicon
674	ಗುಂಡಿಗೆ	-	ಗುಂಡಿ	ಗೆ	Root word is not in the lexicon
675	ಕುಲುಮೆ	ಕು	ಲುಮೆ	-	Root word is not in the lexicon
