TOKEN_NO	TOKEN	PREFIX	STEM	SUFFIX	STATUS
848	ಎತ್ತಿದ	-	ಎತ್ತಿ	ದ	Root word is not in the lexicon
849	ಮತ್ತೊಬ	-	ಮತ್ತೊಬ	-	Root word is not in the lexicon
850	ಸೊಂಟ	-	ಸೊಂಟ	-	Root word is not in the lexicon
851	ತಬಿಕೊಂಡ	-	ತಬಿಕೊಂಡ	-	Root word is not in the lexicon
852	ಕೊಸರಾಡಿ	-	ಕೊಸರಾಡಿ	-	Root word is not in the lexicon
853	ಬುಡ್್ರಪ್ಪ	-	ಬುಡ್್ರಪ್ಪ	-	Root word is not in the lexicon
855	ಬುಡೊ	-	ಬುಡೊ	-	Root word is not in the lexicon
856	ಮನಸಿನೋವಾಗಿರನಿಲ	-	ಮನಸಿನೋವಾಗಿರನಿಲ	-	Root word is not in the lexicon
857	ಮುಷ್ಠಿಕಟ್ಟಿ	-	ಮುಷ್ಠಿಕಟ್ಟಿ	-	Root word is not in the lexicon
858	ಮೇಲಕೆ	-	ಮೇಲಕೆ	-	Root word is not in the lexicon
859	ಎತ್ತೇಬುಟೋ	-	ಎತ್ತೇಬುಟೋ	-	Root word is not in the lexicon
860	ಬಲವಂತಕೆ	-	ಬಲವಂತಕೆ	-	Root word is not in the lexicon
861	ಮಾತಾಡದೆ	-	ಮಾತಾಡದೆ	-	Root word is not in the lexicon
862	ಅವರೊಂದಿಗೆ	ಅವ	ರೊಂದಿಗೆ	-	Root word is not in the lexicon
862	ಅವರೊಂದಿಗೆ	-	ಅವರೊಂದಿ	ಗೆ	Root word is not in the lexicon
862	ಅವರೊಂದಿಗೆ	ಅವ	ರೊಂದಿ	ಗೆ	Root word is not in the lexicon
863	ಎಳೆಯತೊಡಗಿದ	-	ಎಳೆಯತೊಡಗಿ	ದ	Root word is not in the lexicon
863	ಎಳೆಯತೊಡಗಿದ	-	ಎಳೆಯತೊಡಗಿ	ದ	Root word is not in the lexicon
863	ಎಳೆಯತೊಡಗಿದ	-	ಎಳೆಯತೊಡಗಿ	ದ	Root word is not in the lexicon
863	ಎಳೆಯತೊಡಗಿದ	-	ಎಳೆಯತೊಡಗಿ	ದ	Root word is not in the lexicon
864	ಕ್ರಿಯಾಶಕುತಿಯ	-	ಕ್ರಿಯಾಶಕುತಿ	ಯ	Root word is not in the lexicon
864	ಕ್ರಿಯಾಶಕುತಿಯ	-	ಕ್ರಿಯಾಶಕುತಿ	ಯ	Root word is not in the lexicon
864	ಕ್ರಿಯಾಶಕುತಿಯ	-	ಕ್ರಿಯಾಶಕುತಿ	ಯ	Root word is not in the lexicon
865	ನಿರಾಶಕುತಿ	ನಿ	ರಾಶಕುತಿ	-	Root word is not in the lexicon
865	ನಿರಾಶಕುತಿ	ನಿ	ರಾಶಕುತಿ	-	Root word is not in the lexicon
866	ಸೋತುಹೋಗಿತ್ತು	-	ಸೋತುಹೋಗಿತ್ತು	-	Root word is not in the lexicon
867	ನೇರವಾಗಿ	-	ನೇರ	ವಾಗಿ	Root word is not in the lexicon
867	ನೇರವಾಗಿ	-	ನೇರ	ವಾಗಿ	Root word is not in the lexicon
868	ಮೋಟಪ್ಪನೋರ	-	ಮೋಟಪ್ಪನೋ	ರ	Root word is not in the lexicon
868	ಮೋಟಪ್ಪನೋರ	-	ಮೋಟಪ್ಪನೋ	ರ	Root word is not in the lexicon
868	ಮೋಟಪ್ಪನೋರ	-	ಮೋಟಪ್ಪನೋ	ರ	Root word is not in the lexicon
870	ಮುಂದಾರಕೆ	-	ಮುಂದಾರಕೆ	-	Root word is not in the lexicon
871	ತಂದು	-	ತಂ	ದು	Root word is not in the lexicon
871	ತಂದು	-	ತಂ	ದು	Root word is not in the lexicon
872	ನಿಲಿಸಿದೊ	ನಿ	ಲಿಸಿದೊ	-	Root word is not in the lexicon
872	ನಿಲಿಸಿದೊ	ನಿ	ಲಿಸಿದೊ	-	Root word is not in the lexicon
873	ಜಗಲಿ	-	ಜಗಲಿ	-	Root word is not in the lexicon
874	ಮೂರುನಾಕು	-	ಮೂರುನಾಕು	-	Root word is not in the lexicon
875	ಕುಂತಿದ್ದರು	ಕು	ಂತಿದ್ದರು	-	Root word is not in the lexicon
875	ಕುಂತಿದ್ದರು	-	ಕುಂತಿದ್	ದರು	Root word is not in the lexicon
875	ಕುಂತಿದ್ದರು	-	ಕುಂತಿದ್	ದರು	Root word is not in the lexicon
875	ಕುಂತಿದ್ದರು	-	ಕುಂತಿ	ದ್ದರು	Root word is not in the lexicon
875	ಕುಂತಿದ್ದರು	-	ಕುಂತಿ	ದ್ದರು	Root word is not in the lexicon
875	ಕುಂತಿದ್ದರು	-	ಕುಂತಿದ್ದ	ರು	Root word is not in the lexicon
875	ಕುಂತಿದ್ದರು	ಕು	ಂತಿದ್ದ	ರು	Root word is not in the lexicon
876	ಇಟುಕೊಂಡಿದ್ದ	-	ಇಟುಕೊಂಡಿದ್	ದ	Root word is not in the lexicon
876	ಇಟುಕೊಂಡಿದ್ದ	-	ಇಟುಕೊಂಡಿದ್	ದ	Root word is not in the lexicon
876	ಇಟುಕೊಂಡಿದ್ದ	-	ಇಟುಕೊಂಡಿದ್	ದ	Root word is not in the lexicon
876	ಇಟುಕೊಂಡಿದ್ದ	-	ಇಟುಕೊಂಡಿದ್	ದ	Root word is not in the lexicon
877	ಲಾಟೀನು	-	ಲಾಟೀ	ನು	Root word is not in the lexicon
877	ಲಾಟೀನು	-	ಲಾಟೀ	ನು	Root word is not in the lexicon
878	ಬೆಳಕಲಿ	-	ಬೆಳಕಲಿ	-	Root word is not in the lexicon
879	ದೂರಕೆ	-	ದೂರಕೆ	-	Root word is not in the lexicon
880	ಕಾಣುತಿರನಿಲ	-	ಕಾಣುತಿರನಿಲ	-	Root word is not in the lexicon
881	ತಳ್ಳಿಕೊಂಡು	-	ತಳ್ಳಿಕೊಂಡು	-	Root word is not in the lexicon
882	ಗದ್ದಲಕೆ	-	ಗದ್ದಲಕೆ	-	Root word is not in the lexicon
883	ತಿರುಗಿ	-	ತಿರುಗಿ	-	Root word is not in the lexicon
884	ಪುರುಸಪ	-	ಪುರುಸಪ	-	Root word is not in the lexicon
885	ಕಳ್ಳುನೋ	-	ಕಳ್ಳುನೋ	-	Root word is not in the lexicon
886	ಏನೋ	-	ಏನೋ	-	Root word is not in the lexicon
887	ಹಿಡ್್ಕೊಂಡು	-	ಹಿಡ್್ಕೊಂಡು	-	Root word is not in the lexicon
888	ಬತ್ತಾ	-	ಬತ್ತಾ	-	Root word is not in the lexicon
889	ಇರೋಹಂಗವೆ	-	ಇರೋಹಂಗವೆ	-	Root word is not in the lexicon
890	ಯಾವವು	-	ಯಾವ	ವು	Root word is not in the lexicon
890	ಯಾವವು	-	ಯಾವ	ವು	Root word is not in the lexicon
891	ಕಳ್ಳ	-	ಕ	ಳ್ಳ	Root word is not in the lexicon
891	ಕಳ್ಳ	-	ಕಳ್	ಳ	Root word is not in the lexicon
891	ಕಳ್ಳ	-	ಕಳ್	ಳ	Root word is not in the lexicon
892	ಅಲ್ಲ	ಅ	ಲ್ಲ	-	Root word is not in the lexicon
892	ಅಲ್ಲ	ಅ	ಲ್ಲ	-	Root word is not in the lexicon
893	ಕನಣ್ಣ	-	ಕನಣ್ಣ	-	Root word is not in the lexicon
894	ಇವುನು	-	ಇವು	ನು	Root word is not in the lexicon
894	ಇವುನು	-	ಇವು	ನು	Root word is not in the lexicon
895	ಏರಿಮ್ಯಾಲೆ	-	ಏರಿಮ್ಯಾಲೆ	-	Root word is not in the lexicon
896	ಒಬ್್ನೇ	-	ಒಬ್್	ನೇ	Root word is not in the lexicon
896	ಒಬ್್ನೇ	-	ಒಬ್್	ನೇ	Root word is not in the lexicon
897	ಹೇಳಿದ್್ರೂ	-	ಹೇಳಿದ್್ರೂ	-	Root word is not in the lexicon
898	ಕೇಳದೆ	-	ಕೇಳದೆ	-	Root word is not in the lexicon
899	ಕುಂತ್್ಬುಟ್ಟಿದ್ದ	ಕು	ಂತ್್ಬುಟ್ಟಿದ್ದ	-	Root word is not in the lexicon
899	ಕುಂತ್್ಬುಟ್ಟಿದ್ದ	-	ಕುಂತ್್ಬುಟ್ಟಿದ್	ದ	Root word is not in the lexicon
899	ಕುಂತ್್ಬುಟ್ಟಿದ್ದ	-	ಕುಂತ್್ಬುಟ್ಟಿದ್	ದ	Root word is not in the lexicon
899	ಕುಂತ್್ಬುಟ್ಟಿದ್ದ	-	ಕುಂತ್್ಬುಟ್ಟಿದ್	ದ	Root word is not in the lexicon
899	ಕುಂತ್್ಬುಟ್ಟಿದ್ದ	ಕು	ಂತ್್ಬುಟ್ಟಿದ್	ದ	Root word is not in the lexicon
900	ಬುಡದೇನೆ	-	ಬುಡದೇ	ನೆ	Root word is not in the lexicon
900	ಬುಡದೇನೆ	-	ಬುಡದೇ	ನೆ	Root word is not in the lexicon
901	ಕರ್್ಕೊಂಡು	-	ಕರ್್ಕೊಂಡು	-	Root word is not in the lexicon
902	ಬತ್ತಾಯಿವಿ	-	ಬತ್ತಾಯಿವಿ	-	Root word is not in the lexicon
903	ಕಸ್ತೂರಿನಾ	-	ಕಸ್ತೂರಿನಾ	-	Root word is not in the lexicon
904	ಬಲ್ಲಿರ್್ಲಾ	-	ಬಲ್ಲಿರ್್ಲಾ	-	Root word is not in the lexicon
905	ಬಲ್ಲಿ	-	ಬಲ್ಲಿ	-	Root word is not in the lexicon
906	ಅಂದರು	ಅ	ಂದರು	-	Root word is not in the lexicon
906	ಅಂದರು	-	ಅಂ	ದರು	Root word is not in the lexicon
906	ಅಂದರು	-	ಅಂ	ದರು	Root word is not in the lexicon
906	ಅಂದರು	-	ಅಂದ	ರು	Root word is not in the lexicon
906	ಅಂದರು	ಅ	ಂದ	ರು	Root word is not in the lexicon
907	ಎಲ್ಲರೂ	-	ಎಲ್ಲರೂ	-	Root word is not in the lexicon
908	ವರಸೆ	-	ವರಸೆ	-	Root word is not in the lexicon
909	ಬದಲಾಯಿಸಿಕೊಂಡರು	-	ಬದಲಾಯಿಸಿಕೊಂಡ	ರು	Root word is not in the lexicon
909	ಬದಲಾಯಿಸಿಕೊಂಡರು	-	ಬದಲಾಯಿಸಿಕೊಂಡ	ರು	Root word is not in the lexicon
910	ಅವರು	ಅವ	ರು	-	Root word is not in the lexicon
910	ಅವರು	-	ಅವ	ರು	Root word is not in the lexicon
910	ಅವರು	ಅವ	ರು	1,3,@,2	Root word is not in the lexicon
911	ದಿಟವಾಗಿ	-	ದಿಟ	ವಾಗಿ	Root word is not in the lexicon
911	ದಿಟವಾಗಿ	-	ದಿಟ	ವಾಗಿ	Root word is not in the lexicon
912	ವಿಷಯನೂ	-	ವಿಷಯನೂ	-	Root word is not in the lexicon
913	ಮಾತಾಡಿದ್ದರು	-	ಮಾತಾಡಿದ್	ದರು	Root word is not in the lexicon
913	ಮಾತಾಡಿದ್ದರು	-	ಮಾತಾಡಿದ್	ದರು	Root word is not in the lexicon
913	ಮಾತಾಡಿದ್ದರು	-	ಮಾತಾಡಿ	ದ್ದರು	Root word is not in the lexicon
913	ಮಾತಾಡಿದ್ದರು	-	ಮಾತಾಡಿ	ದ್ದರು	Root word is not in the lexicon
913	ಮಾತಾಡಿದ್ದರು	-	ಮಾತಾಡಿದ್ದ	ರು	Root word is not in the lexicon
913	ಮಾತಾಡಿದ್ದರು	-	ಮಾತಾಡಿದ್ದ	ರು	Root word is not in the lexicon
914	ಜಗಲಿಕಿಳ್ಳಲಿ	-	ಜಗಲಿಕಿಳ್ಳಲಿ	-	Root word is not in the lexicon
915	ನಿಂತುಕೊಂಡ	ನಿ	ಂತುಕೊಂಡ	-	Root word is not in the lexicon
915	ನಿಂತುಕೊಂಡ	ನಿ	ಂತುಕೊಂಡ	-	Root word is not in the lexicon
916	ಕುರಿಬುಟ್್ಬುಟ್ಟು	ಕು	ರಿಬುಟ್್ಬುಟ್ಟು	-	Root word is not in the lexicon
916	ಕುರಿಬುಟ್್ಬುಟ್ಟು	ಕು	ರಿಬುಟ್್ಬುಟ್ಟು	-	Root word is not in the lexicon
917	ಬಂದೀವಿ	-	ಬಂದೀವಿ	-	Root word is not in the lexicon
918	ಅವುನ್ನ	ಅವ	ುನ್ನ	-	Root word is not in the lexicon
918	ಅವುನ್ನ	-	ಅವುನ್	ನ	Root word is not in the lexicon
918	ಅವುನ್ನ	-	ಅವುನ್	ನ	Root word is not in the lexicon
918	ಅವುನ್ನ	ಅವ	ುನ್	ನ	Root word is not in the lexicon
919	ಕೊಟ್ಟಿಗ್ಗೆ	-	ಕೊಟ್ಟಿಗ್	ಗೆ	Root word is not in the lexicon
919	ಕೊಟ್ಟಿಗ್ಗೆ	-	ಕೊಟ್ಟಿಗ್	ಗೆ	Root word is not in the lexicon
920	ಕೂಡಿ	-	ಕೂಡಿ	-	Root word is not in the lexicon
921	ಬತೀವಿ	-	ಬತೀವಿ	-	Root word is not in the lexicon
922	ಹೋದೊ	-	ಹೋದೊ	-	Root word is not in the lexicon
923	ಲಚುಮೇಗೌಡ	-	ಲಚುಮೇಗೌಡ	-	Root word is not in the lexicon
924	ಏನ್್ಲಾ	-	ಏನ್್ಲಾ	-	Root word is not in the lexicon
925	ಏನೇನೋ	-	ಏನೇನೋ	-	Root word is not in the lexicon
926	ಕೇಳ್್ಬುಟ್್ವಲ್ಲಾ	-	ಕೇಳ್್ಬುಟ್್ವಲ್ಲಾ	-	Root word is not in the lexicon
927	ಅಂಥ	ಅ	ಂಥ	-	Root word is not in the lexicon
927	ಅಂಥ	ಅ	ಂಥ	-	Root word is not in the lexicon
928	ಹಂಗಾದ	-	ಹಂ	ಗಾದ	Root word is not in the lexicon
928	ಹಂಗಾದ	-	ಹಂಗಾ	ದ	Root word is not in the lexicon
928	ಹಂಗಾದ	-	ಹಂಗಾ	ದ	Root word is not in the lexicon
928	ಹಂಗಾದ	-	ಹಂಗಾ	ದ	Root word is not in the lexicon
928	ಹಂಗಾದ	-	ಹಂಗಾ	ದ	Root word is not in the lexicon
929	ಅಂದ್್ರೆ	ಅ	ಂದ್್ರೆ	-	Root word is not in the lexicon
929	ಅಂದ್್ರೆ	ಅ	ಂದ್್ರೆ	-	Root word is not in the lexicon
930	ನಂಬೋಕ್ಕೂ	-	ನಂಬೋಕ್ಕೂ	-	Root word is not in the lexicon
931	ಆಗಾಕ್ಕಿಲ್ಲ	-	ಆಗಾಕ್ಕಿಲ್ಲ	-	Root word is not in the lexicon
932	ಏನುತಾನೆ	-	ಏನುತಾ	ನೆ	Root word is not in the lexicon
932	ಏನುತಾನೆ	-	ಏನುತಾ	ನೆ	Root word is not in the lexicon
933	ಹೇಳಿಯಾನು	-	ಹೇಳಿಯಾ	ನು	Root word is not in the lexicon
933	ಹೇಳಿಯಾನು	-	ಹೇಳಿಯಾ	ನು	Root word is not in the lexicon
934	ಮೋಟಪ್ಪನೋರು	-	ಮೋಟಪ್ಪನೋ	ರು	Root word is not in the lexicon
934	ಮೋಟಪ್ಪನೋರು	-	ಮೋಟಪ್ಪನೋ	ರು	Root word is not in the lexicon
935	ಅದೇನಾಯ್್ತು	ಅ	ದೇನಾಯ್್ತು	-	Root word is not in the lexicon
935	ಅದೇನಾಯ್್ತು	ಅ	ದೇನಾಯ್್ತು	-	Root word is not in the lexicon
936	ಅನ್ನೋದೆ	ಅ	ನ್ನೋದೆ	-	Root word is not in the lexicon
936	ಅನ್ನೋದೆ	ಅ	ನ್ನೋದೆ	-	Root word is not in the lexicon
937	ಗೊತ್ತಾಗನಿಲ್್ವಲ್ಲೋ	-	ಗೊತ್ತಾಗನಿಲ್್ವಲ್ಲೋ	-	Root word is not in the lexicon
938	ಬಡ್ಡೀಮಗುನ್ನ	-	ಬಡ್ಡೀಮಗುನ್	ನ	Root word is not in the lexicon
938	ಬಡ್ಡೀಮಗುನ್ನ	-	ಬಡ್ಡೀಮಗುನ್	ನ	Root word is not in the lexicon
938	ಬಡ್ಡೀಮಗುನ್ನ	-	ಬಡ್ಡೀಮಗುನ್	ನ	Root word is not in the lexicon
939	ಅದುರುಸ್್ಟ್ಟವೇ	ಅ	ದುರುಸ್್ಟ್ಟವೇ	-	Root word is not in the lexicon
939	ಅದುರುಸ್್ಟ್ಟವೇ	-	ಅದುರುಸ್್ಟ್ಟ	ವೇ	Root word is not in the lexicon
939	ಅದುರುಸ್್ಟ್ಟವೇ	ಅ	ದುರುಸ್್ಟ್ಟ	ವೇ	Root word is not in the lexicon
940	ಚಂದಾಗಿದ್ದಂಗಿಲ್ಲ	-	ಚಂದಾಗಿದ್ದಂಗಿಲ್ಲ	-	Root word is not in the lexicon
941	ಅಪ್ಪನ್ನ	ಅಪ	್ಪನ್ನ	-	Root word is not in the lexicon
941	ಅಪ್ಪನ್ನ	-	ಅಪ್ಪನ್	ನ	Root word is not in the lexicon
941	ಅಪ್ಪನ್ನ	-	ಅಪ್ಪನ್	ನ	Root word is not in the lexicon
941	ಅಪ್ಪನ್ನ	ಅಪ	್ಪನ್	ನ	Root word is not in the lexicon
942	ಕಳ್್ಕೊಂಡ	-	ಕಳ್್ಕೊಂಡ	-	Root word is not in the lexicon
943	ಅದೋಗಲಿ	ಅ	ದೋಗಲಿ	-	Root word is not in the lexicon
943	ಅದೋಗಲಿ	ಅ	ದೋಗಲಿ	-	Root word is not in the lexicon
944	ಅಂದುರೆ	ಅ	ಂದುರೆ	-	Root word is not in the lexicon
944	ಅಂದುರೆ	ಅ	ಂದುರೆ	-	Root word is not in the lexicon
945	ಆಡುತಾ	-	ಆಡುತಾ	-	Root word is not in the lexicon
946	ಇದ್ದಂಗೆ	-	ಇದ್ದಂ	ಗೆ	Root word is not in the lexicon
946	ಇದ್ದಂಗೆ	-	ಇದ್ದಂ	ಗೆ	Root word is not in the lexicon
947	ಹೆಂಡುರ್್ನೂ	-	ಹೆಂಡುರ್್ನೂ	-	Root word is not in the lexicon
948	ದ್ಯಾವುರು	-	ದ್ಯಾವು	ರು	Root word is not in the lexicon
948	ದ್ಯಾವುರು	-	ದ್ಯಾವು	ರು	Root word is not in the lexicon
949	ಯಾರ್್ದೋ	-	ಯಾರ್್ದೋ	-	Root word is not in the lexicon
950	ಹುಳನೆ	-	ಹುಳ	ನೆ	Root word is not in the lexicon
950	ಹುಳನೆ	-	ಹುಳ	ನೆ	Root word is not in the lexicon
951	ತನ್್ದು	-	ತನ್್	ದು	Root word is not in the lexicon
951	ತನ್್ದು	-	ತನ್್	ದು	Root word is not in the lexicon
952	ತಂದಿಟ್್ಕೊಂಡು	-	ತಂದಿಟ್್ಕೊಂಡು	-	Root word is not in the lexicon
953	ಹೊಟ್ಟೇಲಿ	-	ಹೊಟ್ಟೇಲಿ	-	Root word is not in the lexicon
954	ಹುಟ್ಟಿದ್್ಕ್ಕಿಂತಲೂ	-	ಹುಟ್ಟಿದ್್ಕ್ಕಿಂತಲೂ	-	Root word is not in the lexicon
955	ಚೆಂದಾಗಿ	-	ಚೆಂ	ದಾಗಿ	Root word is not in the lexicon
955	ಚೆಂದಾಗಿ	-	ಚೆಂ	ದಾಗಿ	Root word is not in the lexicon
956	ಸಾಕ್್ದ	-	ಸಾಕ್್	ದ	Root word is not in the lexicon
956	ಸಾಕ್್ದ	-	ಸಾಕ್್	ದ	Root word is not in the lexicon
956	ಸಾಕ್್ದ	-	ಸಾಕ್್	ದ	Root word is not in the lexicon
956	ಸಾಕ್್ದ	-	ಸಾಕ್್	ದ	Root word is not in the lexicon
957	ಅದೂ	ಅ	ದೂ	-	Root word is not in the lexicon
957	ಅದೂ	ಅ	ದೂ	-	Root word is not in the lexicon
958	ಕಾಣ್್ದಂಗೆ	-	ಕಾಣ್್ದಂ	ಗೆ	Root word is not in the lexicon
958	ಕಾಣ್್ದಂಗೆ	-	ಕಾಣ್್ದಂ	ಗೆ	Root word is not in the lexicon
959	ಆಯ್್ತು	-	ಆಯ್್ತು	-	Root word is not in the lexicon
960	ಇದೆಲ್ಲ	-	ಇದೆಲ್ಲ	-	Root word is not in the lexicon
961	ಕತ್ತು	-	ಕತ್ತು	-	Root word is not in the lexicon
962	ಬಗಿಸಿಕೊಂಡು	-	ಬಗಿಸಿಕೊಂಡು	-	Root word is not in the lexicon
963	ನಿಂತಿದ್ದ	ನಿ	ಂತಿದ್ದ	-	Root word is not in the lexicon
963	ನಿಂತಿದ್ದ	-	ನಿಂತಿದ್	ದ	Root word is not in the lexicon
963	ನಿಂತಿದ್ದ	-	ನಿಂತಿದ್	ದ	Root word is not in the lexicon
963	ನಿಂತಿದ್ದ	-	ನಿಂತಿದ್	ದ	Root word is not in the lexicon
963	ನಿಂತಿದ್ದ	ನಿ	ಂತಿದ್	ದ	Root word is not in the lexicon
964	ನರುಸ	-	ನರುಸ	-	Root word is not in the lexicon
965	ಸಂಕ್ರಯ್ಯ	-	ಸಂಕ್ರಯ್	ಯ	Root word is not in the lexicon
965	ಸಂಕ್ರಯ್ಯ	-	ಸಂಕ್ರಯ್	ಯ	Root word is not in the lexicon
965	ಸಂಕ್ರಯ್ಯ	-	ಸಂಕ್ರಯ್	ಯ	Root word is not in the lexicon
966	ಜಡೆಮುನಿಗುಡ್ಡದಂಡಿ	-	ಜಡೆಮುನಿಗುಡ್ಡದಂಡಿ	-	Root word is not in the lexicon
967	ರುಂಡ	-	ರುಂಡ	-	Root word is not in the lexicon
968	ಹಳ್ಳದಾಟಿ	-	ಹಳ್ಳದಾಟಿ	-	Root word is not in the lexicon
969	ಆಚೆ	-	ಆಚೆ	-	Root word is not in the lexicon
970	ಹೋಗದಿದ್ದ	-	ಹೋಗದಿದ್	ದ	Root word is not in the lexicon
970	ಹೋಗದಿದ್ದ	-	ಹೋಗದಿದ್	ದ	Root word is not in the lexicon
970	ಹೋಗದಿದ್ದ	-	ಹೋಗದಿದ್	ದ	Root word is not in the lexicon
970	ಹೋಗದಿದ್ದ	-	ಹೋಗದಿದ್	ದ	Root word is not in the lexicon
971	ಅವುರೌವ್ವನ	ಅವ	ುರೌವ್ವನ	-	Root word is not in the lexicon
971	ಅವುರೌವ್ವನ	-	ಅವುರೌವ್ವ	ನ	Root word is not in the lexicon
971	ಅವುರೌವ್ವನ	-	ಅವುರೌವ್ವ	ನ	Root word is not in the lexicon
971	ಅವುರೌವ್ವನ	ಅವ	ುರೌವ್ವ	ನ	Root word is not in the lexicon
972	ಕ್ವಾಣೆ	-	ಕ್ವಾಣೆ	-	Root word is not in the lexicon
973	ಅಲ್ಲೀಗಂಟ	ಅ	ಲ್ಲೀಗಂಟ	-	Root word is not in the lexicon
973	ಅಲ್ಲೀಗಂಟ	ಅ	ಲ್ಲೀಗಂಟ	-	Root word is not in the lexicon
974	ಬುಡುತಾನ	-	ಬುಡುತಾ	ನ	Root word is not in the lexicon
974	ಬುಡುತಾನ	-	ಬುಡುತಾ	ನ	Root word is not in the lexicon
974	ಬುಡುತಾನ	-	ಬುಡುತಾ	ನ	Root word is not in the lexicon
975	ಹಾರ್್ವ	-	ಹಾರ್್	ವ	Root word is not in the lexicon
975	ಹಾರ್್ವ	-	ಹಾರ್್	ವ	Root word is not in the lexicon
975	ಹಾರ್್ವ	-	ಹಾರ್್	ವ	Root word is not in the lexicon
976	ಕುಣಿಸೋದ್್ರಲಿ	ಕು	ಣಿಸೋದ್್ರಲಿ	-	Root word is not in the lexicon
976	ಕುಣಿಸೋದ್್ರಲಿ	ಕು	ಣಿಸೋದ್್ರಲಿ	-	Root word is not in the lexicon
977	ಕೈಯಿ	-	ಕೈಯಿ	-	Root word is not in the lexicon
978	ಅಲುಗಾಡನಿಲ	ಅ	ಲುಗಾಡನಿಲ	-	Root word is not in the lexicon
978	ಅಲುಗಾಡನಿಲ	ಅ	ಲುಗಾಡನಿಲ	-	Root word is not in the lexicon
979	ದೂರದಲಿ	-	ದೂರದಲಿ	-	Root word is not in the lexicon
980	ಕೂತಿದ್ದ	-	ಕೂತಿದ್	ದ	Root word is not in the lexicon
980	ಕೂತಿದ್ದ	-	ಕೂತಿದ್	ದ	Root word is not in the lexicon
980	ಕೂತಿದ್ದ	-	ಕೂತಿದ್	ದ	Root word is not in the lexicon
980	ಕೂತಿದ್ದ	-	ಕೂತಿದ್	ದ	Root word is not in the lexicon
982	ಹಂಗಲ್್ವಂತೆ	-	ಹಂಗಲ್್ವಂತೆ	-	Root word is not in the lexicon
983	ಕಂಡ್್ರಪ್ಪ	-	ಕಂಡ್್ರಪ್ಪ	-	Root word is not in the lexicon
984	ಊರಿಗೊಂದು	-	ಊರಿಗೊಂ	ದು	Root word is not in the lexicon
984	ಊರಿಗೊಂದು	-	ಊರಿಗೊಂ	ದು	Root word is not in the lexicon
985	ಒಕ್್ಲಿರೊ	-	ಒಕ್್ಲಿರೊ	-	Root word is not in the lexicon
986	ಕುಂಬಾರುನ್ನ	ಕು	ಂಬಾರುನ್ನ	-	Root word is not in the lexicon
986	ಕುಂಬಾರುನ್ನ	-	ಕುಂಬಾರುನ್	ನ	Root word is not in the lexicon
986	ಕುಂಬಾರುನ್ನ	-	ಕುಂಬಾರುನ್	ನ	Root word is not in the lexicon
986	ಕುಂಬಾರುನ್ನ	ಕು	ಂಬಾರುನ್	ನ	Root word is not in the lexicon
987	ಕಡೀಕೆ	-	ಕಡೀಕೆ	-	Root word is not in the lexicon
988	ಸೆಳ್್ಕೊಂಡ್್ಬುಟ್್ರೆ	-	ಸೆಳ್್ಕೊಂಡ್್ಬುಟ್್ರೆ	-	Root word is not in the lexicon
989	ಸೂತ್್ಕಸವುಳ್್ದಲಿ	-	ಸೂತ್್ಕಸವುಳ್್ದಲಿ	-	Root word is not in the lexicon
990	ಮಡ್್ಕೆ	-	ಮಡ್್ಕೆ	-	Root word is not in the lexicon
991	ತೆಗಿಯಾಕೆ	-	ತೆಗಿಯಾಕೆ	-	Root word is not in the lexicon
992	ಆಗ್್ದೆ	-	ಆಗ್್ದೆ	-	Root word is not in the lexicon
993	ಅವುರೆಲ್ಲ	ಅವ	ುರೆಲ್ಲ	-	Root word is not in the lexicon
993	ಅವುರೆಲ್ಲ	ಅವ	ುರೆಲ್ಲ	-	Root word is not in the lexicon
994	ಹೊಡ್್ಬಾಳು	-	ಹೊಡ್್ಬಾ	ಳು	Root word is not in the lexicon
994	ಹೊಡ್್ಬಾಳು	-	ಹೊಡ್್ಬಾ	ಳು	Root word is not in the lexicon
995	ಹತ್್ಲಿ	-	ಹತ್್ಲಿ	-	Root word is not in the lexicon
996	ಆಚಾರಿಯ	-	ಆಚಾರಿ	ಯ	Root word is not in the lexicon
996	ಆಚಾರಿಯ	-	ಆಚಾರಿ	ಯ	Root word is not in the lexicon
996	ಆಚಾರಿಯ	-	ಆಚಾರಿ	ಯ	Root word is not in the lexicon
997	ಒಲಿಸ್್ಕೊಂಡಂಗೆ	-	ಒಲಿಸ್್ಕೊಂಡಂ	ಗೆ	Root word is not in the lexicon
997	ಒಲಿಸ್್ಕೊಂಡಂಗೆ	-	ಒಲಿಸ್್ಕೊಂಡಂ	ಗೆ	Root word is not in the lexicon
998	ಇವುನ್ನೂ	-	ಇವುನ್ನೂ	-	Root word is not in the lexicon
999	ಒಲಿಸ್್ಕೊಂಡುಬುಡಾನೆ	-	ಒಲಿಸ್್ಕೊಂಡುಬುಡಾ	ನೆ	Root word is not in the lexicon
999	ಒಲಿಸ್್ಕೊಂಡುಬುಡಾನೆ	-	ಒಲಿಸ್್ಕೊಂಡುಬುಡಾ	ನೆ	Root word is not in the lexicon
1000	ತಿಮ್ಮಾಡಿಯ	-	ತಿಮ್ಮಾಡಿ	ಯ	Root word is not in the lexicon
1000	ತಿಮ್ಮಾಡಿಯ	-	ತಿಮ್ಮಾಡಿ	ಯ	Root word is not in the lexicon
